Timestamp;PID;PID_NAME;COMMAND;CPU%;CPU#;CPUWait%;UserCPU%;SystemCPU%;GuestCPU%;AppThreads;fdNR; MinorFaults minflt/s;MajorFaults majflt/s ;MemVSZ(KB);MemRSS(KB);Mem%;StackSize;StackRef; DiskRead(kB/s);DiskWrite(kB/s);kB_ccwr/s;iodelay;CSWCH;NS_CSWCH
11.04.2024 10:09:31;14278;/usr/bin/postmaster -D /var/lib/pgsql/data;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;11;4.71;0.00;426504; 27228;1.36;132;40;0.00;0.06;0.00;0;0.03;0.04
11.04.2024 10:09:32;14279;postgres: logger ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;9;0.10;0.00;280860; 4288;0.21;132;20;0.00;0.00;0.00;0;0.01;0.00
11.04.2024 10:09:32;14281;postgres: checkpointer ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;8;0.13;0.00;426504; 3940;0.20;132;12;0.00;0.00;0.00;0;0.00;0.00
11.04.2024 10:09:32;14282;postgres: background writer ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;8;0.15;0.00;426504; 5916;0.30;132;16;0.00;0.00;0.00;0;0.34;0.00
11.04.2024 10:09:32;14283;postgres: walwriter ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;9;1.30;0.00;426504; 9624;0.48;132;24;0.00;0.04;0.00;0;0.14;0.00
11.04.2024 10:09:32;14284;postgres: autovacuum launcher ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;9;0.28;0.00;427056; 6744;0.34;132;12;0.00;0.00;0.00;0;0.00;0.00
11.04.2024 10:09:33;14285;postgres: stats collector ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;8;0.14;0.00;280996; 4316;0.22;132;16;0.00;0.01;0.03;0;0.03;0.00
11.04.2024 10:09:33;14286;postgres: logical replication launcher ;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;9;0.24;0.00;426932; 6864;0.34;132;12;0.00;0.00;0.00;0;0.00;0.00
11.04.2024 10:09:33;14320;postgres: postgres siimon 127.0.0.1(49760) idle;postmaster;0.0;0;0.01;0.01;0.00; 0.00;1;127;3.59;0.00;434352; 22664;1.13;132;48;0.00;0.82;0.00;0;0.43;0.10
11.04.2024 10:09:33;14324;postgres: postgres siimon 127.0.0.1(49762) idle;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;13;0.50;0.00;427456; 11704;0.58;132;36;0.00;0.00;0.00;0;0.01;0.00
11.04.2024 10:09:34;14325;postgres: postgres siimon 127.0.0.1(49778) idle;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;10;0.49;0.00;427456; 11828;0.59;132;36;0.00;0.00;0.00;0;0.01;0.00
11.04.2024 10:09:34;14326;postgres: postgres siimon 127.0.0.1(49786) idle;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;10;0.48;0.00;427456; 11888;0.59;132;36;0.00;0.00;0.00;0;0.01;0.00
11.04.2024 10:09:34;14327;postgres: postgres siimon 127.0.0.1(49788) idle;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;10;0.48;0.00;427456; 11920;0.60;132;36;0.00;0.00;0.00;0;0.01;0.00
11.04.2024 10:09:34;14328;postgres: postgres siimon 127.0.0.1(49800) idle;postmaster;0.0;0;0.00;0.00;0.00; 0.00;1;10;0.48;0.00;427460; 11948;0.60;132;36;0.00;0.00;0.00;0;0.01;0.00
